s,kudos,title,summary,datePublished,words,rating,romanticCategory,publicationStatus,keyword,relationship,member
https://golemlab.eu/graph/27744352,3,Paris  (Jung Hoseok / J-Hope x F!Reader),"Facing her abusive parents, the reader is more than relieved to know she's supported not only by her friend, but also by her loving boyfriend. As she practises her dance moves, she remembers the final meeting with her family",2020-11-27,1424.0,Teen And Up Audiences,F/M,Completed,Cute Jung Hoseok | J-Hope | Feels | Protective Jung Hoseok | J-Hope | Short & Sweet | Sweet Jung Hoseok | J-Hope,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/19285423,3,Starved,"""That's not normally a question you ask a man, let alone a vampire."" His piercing eyes bore into my own, shivers running down my spine in excitement.",2019-06-19,15808.0,Mature,F/M,Completed,Action & Romance | Action/Adventure | Blood Drinking | Blood and Violence | Bottom Park Jimin (BTS) | Domestic Fluff | Drama & Romance | Emotional Baggage | Emotional Hurt | Emotional Hurt/Comfort | Eventual Romance | God I hope so | Half-Vampires | Hunted Vampires | It’s really good I promise | Kim Namjoon - Freeform | Kim Seokjin - Freeform | Kinda like the vampire diaries | Mild Blood | Min Yoongi - Freeform | Minor Jung Hoseok | J-Hope/Min Yoongi | Suga | Minor Violence | No Spoilers | Protective Jung Hoseok | J-Hope | Reincarnation | Romance | Supernatural Elements | Supernatural Illnesses | Top Jung Hoseok | J-Hope | Top Min Yoongi | Suga | Tragic Romance | Vampire Turning | Vampires | Violence | blood giving | but better | desiccation | hobi is the good guy | im so sorry jin | jeon jungkook - Freeform | jung hoseok - Freeform | kim taehyung - Freeform | maybe? - Freeform | park jimin - Freeform,"Jung Hoseok | J-Hope/Reader, Min Yoongi | Suga/Park Jimin Series: Starved [1]",hoseok
https://golemlab.eu/graph/36902560,3,[podfic] Boy With Luv,You and Hoseok spend a rainy afternoon by the window.,2022-02-05,16.0,General Audiences,Gen,Completed,Audio Format: MP3 | Established Relationship | Fluff | Kissing | Podfic | Podfic Length: 0-10 Minutes,"Jung Hoseok | J-Hope/Reader, Jung Hoseok | J-Hope/You",hoseok
https://golemlab.eu/graph/32067715,3,thinly veiled desires: beckoned | a jhs drabble,"All he could hear is the thrumming of his heartbeat; of blood roaring in his ears. All he could smell is the sweet and musky scent of a candle being lit on the bedside table, a familiar signal to indicate the start of the scene. The scent is clouding his brain with heady desire; a shiver running down his spine from the cold. And all he could see… is nothing, darkness blooming behind his eyes. {non-idol au}",2021-06-20,800.0,Explicit,Gen,Completed,Aftercare | Blindfolds | Name-Calling | Pet Play | Praise Kink | Safewords | handjob,"Jung Hoseok | J-Hope/Reader, Jung Hoseok | J-Hope/You",hoseok
https://golemlab.eu/graph/25573249,3,Let me watch,Just Jhope and reader with sex toy,2020-07-28,1071.0,Explicit,F/M,Completed,Established Relationship | I'm Bad At Tagging | Masturbation | One Shot | Oral Sex | Other Additional Tags to Be Added | Plot What Plot/Porn Without Plot | Sex Toys | Smut | Vaginal Fingering | Vibrators,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/18896395,3,blue side,༄ where do souls go after they've passed? do they stay where they left or do they go back home? ༄,2019-05-20,208.0,General Audiences,Gen,Completed,"Hope World Album | I RECOMMEND YALL TO READ THIS WHILE LISTENING TO BLUE SIDE | Implied/Referenced Character Death | Inspired by Jung Hoseok's ""Blue Side"" | bts paved the way | focused on the ocean | it has a deeper meaning but yall can figure that out quickly lol | sad undertone",Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/40883637,3,Winter Morning,You just woke up another day next to the love of your life.,2022-08-08,294.0,General Audiences,F/M,Completed,Comfort | Gender-Neutral Pronouns | Oneshot | POV First Person | Wholesome | really short,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/20697827,2,Last Breath | Jung Hoseok x reader,"""I love her"" ""I can't kill him."" ********** A certain someone who lost everything including the purpose of living and emotions as a sin, meets hope in the eyes of the guy, who gives her a last chance last breath last route last love to revive back to her old self.",2019-09-19,11471.0,Teen And Up Audiences,F/M,In-Progress,Angst | Comedy | First Kiss | Fluff | Love | Mentioned Jung Hoseok | J-Hope | Romance | Romantic Comedy | Thriller,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/31010312,2,Naughty boy,"this was written for someone as a request. Please note I do not write like this regularly so it was way out of my comfort zone. Please take that into consideration when reading if it sucks. To help me to understand what I'm doing right or wrong,please let me know how I did. I wanted to challenge myself today. To be a better writer.",2021-04-30,598.0,Explicit,F/M,Completed,Condoms | Consensual Sex | Dildos | Dom/sub | Drabble Collection | Established Relationship | Female Protagonist | Kinks | Masturbation | No Plot/Plotless | Noona Kink | One Shot | One Shot Collection | Smut | Strap-Ons | Tie Kink | Verbal Humiliation | Vibrators,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/39048792,2,Boring.,"it’s the same old thing, all day everyday- you crave adventure, you want to feel life, you don’t want a normal domestic life; however, that is what your forced into. Your friends, your family; they all think your a liability to yourself. Everyone but Hoseok. Your family/friends aren’t wrong though.",2022-05-17,5344.0,General Audiences,F/M,Completed,Angst | Ceo!hoseok | Kissing | Toxic relationship at first | but also shes justified | college student!reader | i deadeass use the word boring once | immature (slightly) reader | mentions of alcohol and consumption of said alcohol | mentions of past toxic relationships | questionable affection | this should give you an ick feeling until it shouldn't,"Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader Series: Hoseok Stories [3]",hoseok
https://golemlab.eu/graph/31622141,2,Pancake Day,There is only one rule to Shrove Tuesday: you must make pancakes. Part of the BGW Drabble Marathon posted originally on my tumblr,2021-05-30,270.0,General Audiences,F/M,Completed,Comedy | Fluff | Roommates | Slice of Life,Jung Hoseok | J-Hope/Reader Series: BGW drabble marathon [22],hoseok
https://golemlab.eu/graph/32538733,2,Model,,2021-07-12,199.0,Mature,F/M,Completed,Drabble | Drabble Collection | Fluff | I'm Bad At Tagging | Model | No Sex | No Smut | Other Additional Tags to Be Added | Short & Sweet,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/21804472,2,Inamorato,"Inamorato: a man who loves or is loved; a male sweetheart or lover Soulmate connections show up when you least expect them, or that’s what happened to Hoseok. And now, ever since that first connection, he’s been keeping a notebook where he notes down every place he’s in when his soulmate gets hurt, hoping that it’ll lead him to them.",2019-12-15,425.0,Not Rated,F/M,In-Progress,Blood | allusions to wrist injury,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/35443363,2,Sonder,"They say ""love"" is a strong and intense feeling of deep affection towards someone. So when you're lovestruck it must mean that you have a level of devotion to a love interest that can't be possibly measured logically. It's normal to feel butterflies in your stomach when you see ""that special someone"", it's also normal to feel a little jealousy, after all, that someone could be your soulmate. So when exactly does love transform into a pathological extreme? Can you really tell?",2021-12-01,7298.0,Mature,F/M,In-Progress,Angst | Angst and Feels | Angst and Tragedy | Attempted Murder | Death | Drama | Fluff | Fluff and Angst | Loss of Innocence | Murder | Scary | Slow Burn | Stalking | Suicide | Therapy | Yandere,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/23875138,2,"Don't Ask, Won't Tell",In which you (the reader) are forced to acknowledge all the lies you've told if you have any hope for saving your marriage to Hoseok. But is it really worth saving?,2020-04-27,1841.0,Teen And Up Audiences,F/M,In-Progress,Angst | Drama | Family Drama | Past Child Abuse | Reader-Insert | References to Depression | Romance,"Jung Hoseok | J-Hope/Reader, Jung Hoseok | J-Hope/You",hoseok
https://golemlab.eu/graph/40513998,2,Best friend,"Y/N lives with a toxic mother who abused her. To keep her mind off the home situation, she spends a lot of time with Hoseok who she befriended when seeing him perform on the streets.",2022-07-23,791.0,Teen And Up Audiences,F/M,Completed,,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/35634595,2,Dance Dance,,2021-12-11,498.0,General Audiences,F/M,Completed,,"Jung Hoseok | J-Hope/Reader, Jung Hoseok | J-Hope/You Series: Quality Time [4]",hoseok
https://golemlab.eu/graph/24947278,2,I remember you,Y/n has been waiting in the hospital for Hoseok for far too long and feels nothing but guilt. What did y/n do? And why does she feel so guilty ? Read on to find out..,2020-06-27,1346.0,General Audiences,F/M,Completed,Self-Insert,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/39985446,2,Poppies,Sometimes you just need one last push,2022-06-30,893.0,Teen And Up Audiences,F/M,Completed,Short One Shot | Talks of Death | sad but hopeful,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/41192058,2,Three's Company,"You and Hoseok have been dating for a year and a half now and had always talked about exploring sex outside just the two of you. As it turns out that stuff takes planning, however, he had so graciously found you both the ideal candidate. You are far from vanilla, but you would never have imagined what was about to unfold.",2022-08-21,1613.0,Explicit,Multi,Completed,Adult Content | Blow Jobs | Oral Sex | Sex | Threesome - F/F/M,"Jung Hoseok | J-Hope/Reader, Y/N and Jung Hoseok, reader x Jung Hoseok, y/n and Jhope",hoseok
https://golemlab.eu/graph/19079023,2,Loving Hobi,,2019-06-03,2608.0,General Audiences,F/M,In-Progress,Dancer Jung Hoseok | J-Hope | Eventual Relationships | Light Angst | Love | Love Confessions | Origin Story | Romance,Jung Hoseok | J-Hope/You Series: Dating Game Results - Hobi [1],hoseok
https://golemlab.eu/graph/17806982,2,after us,a titan descending spin off drabble,2019-02-16,617.0,Teen And Up Audiences,F/M,Completed,Sexual Content | Soft and sad,Jung Hoseok | J-Hope/Reader Series: stories across the galaxy [2],hoseok
https://golemlab.eu/graph/20638781,1,Unlimited Thank You(s),Too complicated to explain.,2019-09-14,1472.0,Not Rated,F/M,Completed,,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/40579110,1,Diamond in the Rough,"Tale 4 of the BTS Prince Series. Adapted from ""Aladdin and the Wonderful Lamp"" in the ""1,001 Arabian Nights"". Inspired by BTS' ""Just One Day"".",2022-07-26,2194.0,General Audiences,F/M,Completed,Fairy Tale Retellings,Jung Hoseok | J-Hope/Reader Series: BTS Prince Series: Be My Fairy Tale [4],hoseok
https://golemlab.eu/graph/37437202,1,Hungry at the club,"You and J-Hope notice each other at the club and you’re both bold when it comes to first steps. This is a work of fiction please enjoy keeping that in mind, I dont know J-Hope IRL lol",2022-02-28,1223.0,Mature,F/M,Completed,Clubbing | Dom Jung Hoseok | J-Hope | Dom/sub Undertones | One Night Stands | One Shot | Semi-Public Sex | Shameless Smut | Smut | food is only a plot advance | hobi is bold | reader is bold,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/24588787,1,Remember,"The mysterious letter is in a blank envelope, so you don’t know who wrote it. You have a bad feeling about this, but you open it anyway. or You find a letter you totally forgot about. It's Hoseok's. And then you remember what happened.",2020-06-07,543.0,Teen And Up Audiences,M/M,Completed,Canon Compliant | Drabble | Heartbreak | Letters | Light Angst | hoseok and you | y/n life,Jung Hoseok | J-Hope/You,hoseok
https://golemlab.eu/graph/13935687,1,Other BTS' songs,,2018-03-11,2611.0,Explicit,F/M,Completed,Falling In Love | First Love | Fluff and Angst | Fluff and Smut | Love Confessions | Love/Hate | Smut | Valentine's Day Fluff,"Jung Hoseok | J-Hope/Reader, Kim Taehyung | V & Reader Series: Other BTS songs [1]",hoseok
https://golemlab.eu/graph/39984393,1,Happy Birthday!,Happy Birthday! Uh oh!,2022-06-30,1315.0,Not Rated,Other,Completed,Happy Birthday!,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/36879955,1,Not Too Late to Change,"A crime lord is what you became? The last time I saw you, you were a jock that fell for a quiet girl that never thought she had a chance. Never did I know that my first love was a crime lord. Would it still be bad if I still loved you? What other surprises will meet me on the way? Would you come to find me again and give us another chance or am I dreaming too much?",2022-02-04,2899.0,Not Rated,F/M,In-Progress,Blood and Violence | Crime Fighting | Eventual Fluff | Eventual Happy Ending | Eventual Romance,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/28773456,1,Dancing to Tachycardia,"Aera is a Ballerina who can't afford much in her life and can't seem to love anyone anymore. Some how, luckily gets into a prestigious ballet school but is miss treated. A guy named Jimin comes in a volunteers to be her instructor. she slowly starts to feel things for him, but can she handle the beat of her heart again or will it make her shatter like before.",2021-01-15,4887.0,General Audiences,F/M,In-Progress,Eventual Smut | Fluff and Angst | Past Character Death,"Jung Hoseok | J-Hope/Reader, Park Jimin (BTS)/Reader Series: Songs of the Black Swans [1]",hoseok
https://golemlab.eu/graph/37032067,1,Fall in Love Again (F.I.L.A),"(Inspired by TWICE’s song Fall in Love Again) The present is always a gift to treasure, but when your husband, Jung Hoseok, starts to show his old teenage self that you still know and love; you fall more and more in love with him again.",2022-02-11,1488.0,Mature,Gen,Completed,Domestic Fluff | Fluff | Gender Neutral | Tooth-Rotting Fluff | just a little smut | mentioned smut | no idol hobi,"Jung Hoseok | J-Hope/Reader, Jung Hoseok/Gender Neutral Reader",hoseok
https://golemlab.eu/graph/39575283,1,Skin Deep,"""All the makeup in the world, won't make you feel less insecure."" Chae-Rin liked to hide behind her dark makeup and hard exterior. Under the surface were her insecurities and her true personality. What if there was someone who knew who she really is? And what if it's one of the most popular guys in her class, and her childhood friend, Jung Hoseok?",2022-06-11,906.0,Teen And Up Audiences,F/M,Completed,Angst with a Happy Ending | Fluff and Angst | Friendship | Male-Female Friendship | Romance,Jung Hoseok | J-Hope/Reader,hoseok
