s,kudos,title,summary,datePublished,words,rating,romanticCategory,publicationStatus,keyword,relationship,member,members_found
https://golemlab.eu/graph/14312373,650,The Librarian,Yoongi is a librarian. You are a Ph.D candidate who spends a lot of time in the library. And you can't stop thinking about him.,2018-04-14,6642,Explicit,F/M,Completed,Angst | Eventual Happy Ending | Eventual Smut | Librarian Min Yoongi | Masturbation | Oral Sex | Porn With Plot | Semi-Public Sex | Sex | Smut | Vaginal Fingering,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/13106940,631,Listen Closely,"Unintentionally, you stumble upon something that makes you view your coworker Min Yoongi in a whole new light.",2017-12-23,12228,Explicit,F/M,Completed,Breathplay | Exhibitionism | Masturbation | Originally Posted on Tumblr | Spanking | Voyeurism | degrading names,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/18851146,623,Please Be Naked,"Recently heartbroken, it feels like you’ll never be able to get over it. But a chance encounter with a guy you haven’t seen in months changes everything…",2019-05-16,61143,Explicit,F/M,Completed,Angst | Fluff | Hand Jobs | Happy Ending | Heartbreak | Hoseok the soundcloud rapper lol | Oral Sex | Overstimulation | POV Second Person | Pull Out Method | Rebound au | Romance | Sappiness | Slight Namjoon/Reader | Smut | Squirting | Unrequited Love | Vaginal Fingering | Vaginal Sex | argument | fuck buddies | small fight scene,"Min Yoongi | Suga/Reader, Min Yoongi | Suga/You",yoongi,{'yoongi'}
https://golemlab.eu/graph/14575680,594,Cornfields,"Yoongi is an alien that crash landed onto the dying planet, Earth. He finds a pretty weird person there too. He also may have ruined a cornfield in the process.",2018-05-08,20317,Explicit,F/M,Completed,How is this legal? | Impregnation | Pretty hot tbh | Smut | Yoongi as an alien | bts - Freeform | like holy shit | yoongi smut,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/16861426,578,Exitus Acta Probat,“All you need to know is that my name is Yoongi and you’re mine now.” Mafia!Yoongi au,2018-12-05,7269,Explicit,F/M,Completed,Breathplay | Come Eating | Creampie | Dirty Talk | Dominant Behavior | Drama | Dubious Consent | Guns | Hand Jobs | Kidnapping | Manipulation | Mentions of drugs | Minor Violence | Non-Linear Narrative | Oral Sex | Possessive Behavior | Praise Kink | Smut | Thriller | Unprotected Sex | Vaginal Fingering | Vaginal Sex | mafia!yoongi | mafia!yoongi au,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/13484916,570,Angel Eyes || Min Yoongi Smut,"There's this thing Yoongi does when the stress gets to him, when it all becomes too much and he needs to let go. That's where you come in.",2018-01-26,6217,Explicit,F/M,Completed,Aftercare | Dirty Talk | Dom Female Character | Feminization | Mild Hurt/Comfort | Mommy Kink | Nipple Play | Pet Names | Riding | Sub Min Yoongi | Suga | Submissive Male Character | Vaginal Sex | baby boy yoongi | only slightly though | thigh riding,"Min Yoongi | Suga/Reader, Min Yoongi | Suga/You",yoongi,{'yoongi'}
https://golemlab.eu/graph/7100440,538,A Hot Shower,You miss your boyfriend very much.,2016-06-05,5102,Explicit,F/M,Completed,Dom/sub Undertones | Masturbation | Masturbation in Shower | Reader-Insert | Reunited and It Feels So Good | Shower Sex,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/6065986,534,The Orange Girl,"The story of a big time Mafia boss, and a girl who has spent the past three years of her life locked up behind bars and between walls of cement, holding secrets that he has been dying to know.",2016-02-20,40379,Mature,Multi,Completed,Alternate Universe | Alternate Universe - Dark | Alternate Universe - Gangsters | Gang Violence | Gangsters | Gun Violence | Sugascript | Sugasmut | The Orange Girl | mafia,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/11998596,526,cat nap (and a hint of cat nip),"Clean sheets, check. Pillows fluffed, check. Scented candle extinguished? Not check, shit. You shuffled quickly over to your bedside table and blew out the tiny flame, breathing in the smell of evergreen and sandalwood before waving away the small curls of smoke that rose from the wicks. You then surveyed the room for any more pre-customer checklist items, but the apartment looked spick and span. You’d chosen a mellow color scheme for your walls and furniture after leaving on-campus housing--a blend of soft gray, white, and sage green-- and you’d already received several assurances from regulars that the space felt as calm and cozy as the last. Even better than the old one. You hoped so, because your newest customer would be arriving any minute and the answers he’d given in the profile suggested he’d been be a high-maintence one.",2017-09-04,8062,Teen And Up Audiences,F/M,Completed,Alternate Universe | Hybrids | Shifter AU | cat!Yoongi | professional cuddler au,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/6575284,521,Basketballs and Delicate Flowers,Everyone on Earth has a soulmate. You'll know your soulmate by the tattoo that appears on your forearm after they speak to you the first time. That tattoo will forever memorialize the first sentence they ever spoke to you.,2016-04-17,525,General Audiences,F/M,Completed,Alternate Universe - Soulmates | Basketball Yoongi | Jimin is barely there | Sassy Reader | Soulmate-Identifying Marks,Min Yoongi | Suga/Reader Series: First Words-Soulmates [2],yoongi,{'yoongi'}
https://golemlab.eu/graph/23567080,517,Let's Play (Min Yoongi Fanfic),"I had been a professional adult entertainer for years, and over the past couple, my agency had also dabbled with the darker side of adult entertainment.  Thankfully I had avoided that side of it, but when they approached me with a contract that breached that side, one that offered more money than I would make in a year, it piqued my interest.  After reading the terms, and that it wasn't with one individual, but with seven, the darker side of me became even more intrigued and wondered who the mastermind behind this contract was.  What I didn't expect, was how these seven individuals would change me forever. Yes, this one will contain TONS of smut and will be full of adult content.  This is one of those kinds of fanfics lol. It will be an ot7 at first but the main character will wind up with Yoongi, just FYI. *Note: Just because this fanfic will have elements of bondage, it is NOTHING like 50 shades! I was forced to watch those horrible movies one time and they are a TERRIBLE representation of the lifestyle.  So please refrain from commenting anything to do with that dreadful series. To be honest, they were so forgettable and awful that I don't remember really anything about them except general events. Thanks",2020-04-09,120674,Explicit,F/M,In-Progress,Anal Sex | BDSM | Bondage | Comeplay | Dom/sub | Exhibitionism | Kinks | OT7 | Oral Sex | Pegging | Rough Sex | Sex Toys | Slow Burn | Smut | Subspace,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/10900614,513,Personal Assistant,"Rationally, he knows you are you and he is him and you are simply, for some reason, in his office. Less rationally, all the colours in the room seem to turn brighter, more vibrant and beautiful when he sees you — an angel in heels and a pretty skirt and cardigan, picnic sack in hand. But he has no clue why you're here.",2017-05-14,5843,Teen And Up Audiences,F/M,Completed,Alternate Universe - Arranged Marriage | Awkward Romance | Blind Date | CEO Min Yoongi | Suga | Lunch | Office,Min Yoongi | Suga/Reader Series: CEO!Yoongi [7],yoongi,{'yoongi'}
https://golemlab.eu/graph/15480084,487,Eye See You,"Soulmate AU! Yoongi Your eyes take on the same color as your soulmate's hair, and your friend has noticed your most recent eye color kind of matches BTS's Yoongi's hair... scheming time?",2018-07-29,3609,Teen And Up Audiences,F/M,Completed,AU | Fluff | Reader Insert | Soulmate AU | Tiny bit of Angst | bts - Freeform | genderless reader | soulmate | suga - Freeform,Min Yoongi | Suga/Reader Series: Soulmate!AU [1],yoongi,{'yoongi'}
https://golemlab.eu/graph/25814407,483,Today I Decided,"When you organize a fundraising concert featuring BTS, you expect nothing more than a brief, professional interaction with the boys of Bangtan.  But what happens when you just can't get one of them out of your head?  Do you dare try to date an idol?",2020-08-10,135988,Mature,F/M,Completed,Alternate Universe | Flirty Park Jimin (BTS) | Fluff | Humor | Light Angst | Sex | Smut | Tooth-Rotting Fluff,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/15346053,457,Vanilla Ice Cream,You always kept Vanilla Ice Cream in you freezer just in case you got a little too hot...,2018-07-19,5390,Explicit,F/M,Completed,Hybrid bts | Smut | Yoongi X Hybrid | heat - Freeform | hybrid smut,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/18297710,456,Volume,"After six amazing months of dating, things simply couldn’t be better with Yoongi. Even with all the ups and downs that can oftentimes come with a relationship, there hardly seemed to be a single thing you’d readily change about him or being with him and the sentiment appears to be very much mirrored by your significant other. However, you’ve always been very quiet in bed and while Yoongi has never made any complaint about it, his roommates appear all too keen to use your general lack of noise behind closed doors to tease your more than proficient lover about his supposed lack of prowess. No, Yoongi has never minded that you’re more the type to whimper and sigh than moan and scream. But, as a man who takes great joy in treating his girl right, Yoongi becomes determined to prove his friends wrong.",2019-03-31,16446,Explicit,F/M,Completed,Cunnilingus | Dirty Talk | Fluff and Smut | Multiple Orgasms | Sexting | Squirting | Vaginal Fingering | Vaginal Sex | tae and jimin are little shits but still wholly lovable | thigh fucking | well slight sexting anyway | yoongi is secretly but not so secretly soft,Min Yoongi | Suga/Reader Series: Volume Series [1],yoongi,{'yoongi'}
https://golemlab.eu/graph/16525292,448,Little Prince,"A little black cat was the best present you could have hoped to come into your life before the holidays. You didn't know his past, you only knew the present moment, with him curled up in your arms, that everything was alright. Or so you think.",2018-11-05,10121,Mature,F/M,Completed,Cat | Cat Yoongi | Cat shifter | Eventual Romance | Eventual Smut | Fluff and Smut | Laboratories | Light fight scenes | Mentions of Blood | Mentions of experiments | Shape Shifter Yoongi | Smut | mentions of gore | shifter yoongi,"Min Yoongi | Suga/Reader, Yoongi x Reader",yoongi,{'yoongi'}
https://golemlab.eu/graph/11022669,439,Can you turn off your phone?,"Yoongi’s alarm clock wakes you up at 6 am on a Sunday and you are not happy about it. At least, not at first…",2017-05-28,9140,Explicit,F/M,Completed,Established Relationship | Oral Sex | Orgasm Delay/Denial | Sex Toys,"Min Yoongi | Suga/Reader, Min Yoongi | Suga/You Series: Tumblr Prompts, Requests and One-shots [1]",yoongi,{'yoongi'}
https://golemlab.eu/graph/30393249,417,Fix You,"When you take in a stray cat, you have no idea he’s secretly a hybrid trying to escape his past. Can you help him heal?",2021-04-01,36825,Mature,F/M,Completed,Additional Warnings In Author's Note | Angst | Angst with a Happy Ending | Cat Hybrid Min Yoongi | Suga | Cat/Human Hybrids | Fluff | Hurt/Comfort | Hybrid - Freeform | Implied/Referenced Self-Harm | Major Character Injury | Past Sexual Abuse | Slow Burn | Slow Romance | Therapy | animal cruelty | discussion of past emotional abuse | discussion of past physical abuse | gun mention,Min Yoongi | Suga/Reader Series: Fix You [1],yoongi,{'yoongi'}
https://golemlab.eu/graph/35235133,412,Three Tangerines,"Summary: Throughout high school, you sometimes caught glimpses of your brother’s older friends: some of them were sweet, some of them were smart. But the one closest to him? That guy was a total f*ckboy from day one. After a foray of horrid relationships spanning years - ending with one that broke up with you for an alarming reason - you needed advice on what the hell you were doing wrong... And this wasn’t a conversation for anyone sweet or smart. (Loosely based off one part of “The Window” by silvershine)",2021-11-20,11978,Explicit,F/M,Completed,Age Gap Implied | Alcohol | Angst | Body Worship | Breast Play | CMNF | Choking | Cockwarming | Cowgirl | Crying | Cum Swallowing | Cunnilingus | Cunt slapping | Dirty Talk | Fingering | Fluff | Fuckboi | Hair Pulling | Hand Kink | Hitting it from the back | House Party | Mirrors | Multiple Orgasms | Oral Sex | Original Character(s) | Overthinking | Penetration | Power Dynamics | Praise | Protected Sex | Rough Sex | Size Kink | Spanking | Throat Fucking | Vaginal Fingering | angst i'm so sorry lol | basketball yoongi a ha ha | blowjob | brother's best friend!yoongi | crowds | cursing | daechwita yoongi | daechwita yoongi is a warning in itself | did i mention this is daechwita yoongi? | fuckboi!yoongi | he keeps the chains on | head/hair pulling | jimin is a menace wbk | jungkook is also a menace wbk | light slapping | orange yoongi | pov switch (just one) | pussy slapping | restraints (headboard) | restraints (his hands) | slight ass play | slut mentions | so there's that too | the chains stay on!!! | thigh riding | uncomfortable club touching (arm) | weed mentions | whore mentions | yoongi in a club is a warning in itself | yoongi smut | yoongi's mouth in general,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/17179220,409,To Be Without,Funny how the world can shift in an instant. How you approached your bedroom with excitement only to walk away with a life forever changed.,2018-12-27,8639,Mature,F/M,Completed,Alternate Universe | Angst | Cheating | Complete | Discussion of Abortion | Implied Sexual Content | Infidelity | Originally Posted on Tumblr | POV Female Character | POV Second Person | Pregnancy | Reader-Insert | Swearing | Threats of Violence,Min Yoongi | Suga/Reader Series: Without Within [1],yoongi,{'yoongi'}
https://golemlab.eu/graph/5657365,407,Halloween Hookups-Haunted Tour,"You have a shitty roommate. Or, that time you met a hot guy during a haunted tour and took him home to have loud sex and piss off your roommate.",2016-01-06,1647,Explicit,F/M,Completed,Cat Ears | Ex-Boyfriends | Halloween | Loud Sex | Min Yoongi - Freeform | Nicknames | Shitty roommates | Smut | haunted asylums | hookup,Min Yoongi | Suga/Reader Series: Halloween Hookups [2],yoongi,{'yoongi'}
https://golemlab.eu/graph/7101502,402,Waiting Game,REQUEST: “Can I request a slight sub!Yoongi please if you’re not too busy? Thank you!”,2016-06-05,4210,Explicit,F/M,Completed,Dirty Talk | Light Dom/sub | submissive yoongi,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/13241190,393,The Devil's Trill,"Music critic!Yoongi x Violinist!reader Min Yoongi is a music critic known for his brutally honest input. When it comes time for you to face his judgement, how oddly will things end for you?",2018-01-02,41437,Teen And Up Audiences,F/M,Completed,Classical Music | Fluff | Inspired by Music | Music | Musicians | Reader-Insert | Reader-Interactive,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/19465537,392,The Touch of Silk,"In a world where vampires coexist with the living, there are many humans looking for a cheap thrill… You’re ashamed to admit you’re curious too, putting to good use a dating app you find…but Min Yoongi is nothing like you imagined a vampire to be…",2019-07-03,22896,Explicit,F/M,Completed,Fluffy Moments | Human! Reader | Light Angst | Romance | Slight Sugar Daddy AU but not really | Smut | Vampire AU | Written in 2017/18 | blood mentions | repost from tumblr | vampire! yoongi,"Min Yoongi | Suga/Reader, Min Yoongi | Suga/You",yoongi,{'yoongi'}
https://golemlab.eu/graph/12255324,390,Provident,It isn't easy having sex with a vampire who could snap and kill you at any moment. But it's worth it.,2017-10-03,3154,Explicit,F/M,Completed,Alternate Universe - Vampire | Angst and Fluff and Smut | Human/Vampire Relationship | Interspecies Sex | Overstimulation | Vampire Min Yoongi | Suga | Vampire Sex,Min Yoongi | Suga/Reader Series: Vampire!Yoongi [2],yoongi,{'yoongi'}
https://golemlab.eu/graph/7263910,389,ammunition,"from min yoongi, sent 11:15pm: come to my office. tie up your hair. wear a skirt.",2016-06-21,3505,Explicit,F/M,Completed,Alternate Universe – Mafia | Breathplay | Gunplay | Rough Sex | Smut,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/7102258,388,True Love Cafe,REQUEST: “what about apocalyptic/last day on earth where oc and yoongi fall in love at first sight based on true love cafe by nicole? i’ve been planning to write something based on that song but you are one of my favorite writers here so ( ͡° ͜ʖ ͡°)”,2016-06-05,3499,Explicit,F/M,Completed,Alternate Universe - Apocalypse | End of the World | Horror | Morbid | Pregnancy Kink | Romantic Angst | Shameless Smut | Songfic | Surreal | getting knocked up by min yoongi is a good way to go lbr,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/26672530,385,Greedy,being a loner has never bothered yoongi until now. until you. FINAL CHAPTER & EPILOGUE NOW POSTED,2020-09-27,46850,Mature,F/M,Completed,Eventual Smut | Mafia AU | Pining | Slow Burn | Smut,"Min Yoongi | Suga/Reader, Min Yoongi | Suga/You Series: The Gajog [3]",yoongi,{'yoongi'}
https://golemlab.eu/graph/16912512,376,all too well,"you and yoongi shared a loving relationship with one another until you both agreed to end things and pursue your separate careers. but two years later, yoongi is a member of the ever growing bangtan boys, and you are a new makeup artist for their upcoming tour.",2018-12-08,72376,Mature,F/M,Completed,Angry Sex | Angst | Idol Min Yoongi | Suga | Romance | Smut | Vague description of the Kpop industry | predebut bts,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/13340406,373,Roommates (Yoongi/Reader),"Yoongi, your new roommate, falls sick, and you end up taking care of him.",2018-01-11,2372,General Audiences,F/M,Completed,Alternate Universe - Roommates/Housemates | Cute Min Yoongi | Suga | Domestic Fluff | Fluff | Min Yoongi | Suga Is a Sweetheart | Min Yoongi | Suga Is a Tease | One Shot | Producer Min Yoongi | Suga | Roommates | Short One Shot | Sick Min Yoongi | Suga | Soft Min Yoongi | Suga | Tsundere Min Yoongi | Suga,Min Yoongi | Suga/Reader Series: Roommates [Yoongi/Reader] [1],yoongi,{'yoongi'}
https://golemlab.eu/graph/23069653,339,Cake (Yandere Yoongi x Reader),It's Yoongi's birthday and you're finally ready to give into him,2020-03-08,2022,Mature,F/M,Completed,Abuse | Developing Relationship | Kidnapping | Reader-Insert | Stockholm Syndrome | Toxic Relationship | Yandere | Yandere Bangtan Boys | BTS | Yandere Yoongi | kpopyandere | soft yandere | unhealthy relationship,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/22871836,331,Nine Lives,"In a world where Hybrids have only recently been made equal, you meet the man of your dreams. Except he’s also a cat. And people can suck. But Yoongi doesn’t. And that’s what matters to you.",2020-02-24,4315,Explicit,F/M,Completed,Bigotry & Prejudice | Breeding | Cat Hybrid Min Yoongi | Suga | Hybrids | Mating Bites | Mating Cycles/In Heat | One Shot | Oral Sex | Unprotected Sex | Vaginal Sex | civil rights mentions,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/38595723,325,Mixtape,"Growing up with Yoongi as your older brother's best friend was bound to manifest a crush. It was small, fleeting. Gone with age and time. On a holiday trip to the cabin, you're reunited with Yoongi after not seeing him from two years. Maybe that crush wasn't as over as you thought it was.",2022-04-25,65115,Explicit,F/M,Completed,Friends to Lovers | Fuckboy Yoongi | Min Yoongi | Suga Smut | brothers best friend | idiots to lovers | yoongi x reader - Freeform,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/6796873,320,Tired - BTS Yoongi/Suga x Reader,"Prompt: Yoongi didn’t come home that much now. He always ditched your dates, always broke promises. You were tired of it. You tried to deal with it- because you loved him- but recently you’ve been questioning your feelings for Yoongi... And then you realised. You were tired of him. You decided that you were tired of being tired, and left. Genre: Angst yO Warnings: none",2016-05-09,755,Not Rated,F/M,Completed,Angst | Fanfiction | Scenario | Yoongi - Freeform | reader - Freeform | suga - Freeform,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/10964895,319,Morning Sickness - Yoongi,Imagine! having a child with Yoongi,2017-05-21,1955,Teen And Up Audiences,F/M,Completed,Domestic Fluff | Established Relationship | Fluff | Pregnancy | Pregnant Reader | Reader Insert | pure fluff | suga - Freeform,Min Yoongi | Suga/Reader Series: Pregnant!ReaderxBTS [2],yoongi,{'yoongi'}
https://golemlab.eu/graph/6570142,319,the parking lot,"firstly, you are extremely late to class, and all of the parking bays have been taken. secondly, min yoongi is an asshole. a very, very cute asshole.",2016-04-16,1968,Not Rated,F/M,Completed,Alternate Universe - College/University | Fluff and Humor,Min Yoongi | Suga/Reader Series: Personal Favourites From The Past [2],yoongi,{'yoongi'}
https://golemlab.eu/graph/11585256,317,"it's okay, mommy's here","Yoongi does looks cold and mean. But deep inside, Yoongi is just a soft person who needs all the love in this world and needs to be protected.",2017-07-23,824,Not Rated,F/M,Completed,Baby Yoongi | CG/L | Fluff | Kumamon | KumamonxYoongi lol | MD/LB - Freeform | Mommy Reader | Mommy!Reader | O GOD | ONESIE | Pacifier - Freeform | Sad Yoongi | Yoongi wants attention | cgl | i love yoongi | little yoongi | little!yoongi | mdlb | smol yoongi | soft yoongi | the members are loud as usual lmfao,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/18172745,317,When You Can't Love Yourself,You and Yoongi sitting in the tree... K-I-S-S-I-N-G First comes friendship... Then comes fooling around... then comes hiding a baby from your best friend...? That is totally NOT how the song goes!!!,2019-03-20,12757,Explicit,F/M,Completed,Best Friends | Comedy | Drama | Fluff | Friends With Benefits | Producer Min Yoongi | Suga | Smut | Unplanned Pregnancy,"Min Yoongi | Suga/Reader, Min Yoongi | Suga/You",yoongi,{'yoongi'}
