s,kudos,title,summary,datePublished,words,rating,romanticCategory,publicationStatus,keyword,relationship,member,members_found
https://golemlab.eu/graph/24270295,44,𝔻𝕣𝕦𝕟𝕜𝕖𝕟 𝕃𝕦𝕝𝕝𝕒𝕓𝕚𝕖𝕤 |𝕜.𝕤𝕛| 𝑜𝓃𝑒𝓈𝒽𝑜𝓉,"After a drunken hook-up with your roommate, you can't stop touching yourself to memories of it... Until you get caught. (Short one shot, crossposted from twitter.)",2020-05-19,1603,Explicit,F/M,Completed,Friends to Lovers | Roommates to lovers | Smut | hisunshiine,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You",seokjin,{'seokjin'}
https://golemlab.eu/graph/27611594,44,River lead me home,"Ever since coming to the human realm when you were child, nothing seems to fit, and this was just supposed to be a simple roadtrip to help you find yourself. Is that too much to ask for? Spin-off to A long journey home Seokjin x reader featuring pixie!kook",2020-11-18,66578,Teen And Up Audiences,F/M,Completed,Adventure | Angst | Fantasy | Fantasy Violence | Fluff | Slow Burn | and the oc starts out kind of annoying | but there's | but they grow up as time goes on I promise! | jin starts out kind of mean | pixie!kook | really slow burn | seriously guys this is a very slow burn prepare urselves | there's no baby dragon this time | who can resist pixie!kook?,Kim Seokjin | Jin/Reader Series: Finding home [2],seokjin,{'seokjin'}
https://golemlab.eu/graph/19213543,44,Love Potion: Kim Seokjin,None,2019-06-14,5370,Teen And Up Audiences,F/M,Completed,Fanfiction | Fluff | Magic | Witches,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/17802866,44,Not Meant for Fame,"You’re on tour with your boyfriend for the very first time, but the airport is too overwhelming. You already can’t hear well with all of the fans, but the flashing lights lead you away from Seokjin.",2019-02-15,3390,Teen And Up Audiences,F/M,Completed,American Sign Language | Anxiety | Being on tour | Deaf Reader | Disabled Character | Fluff | Fluff and Angst | Half deaf reader | Hospitals | Reader-Insert | Sign Language,Kim Seokjin | Jin/Reader Series: Bangtan One-shots [17],seokjin,{'seokjin'}
https://golemlab.eu/graph/28225635,44,yule be sorry!,"another year rolls around where you have to compete in the company bake sale, and for some reason, the five-year-long rivalry you’ve built with annoying co-worker kim seokjin reaches an unexpected climax…",2020-12-21,2236,Teen And Up Audiences,F/F,Completed,Christmas Fluff | Co-workers | Rivals to Lovers,Kim Seokjin | Jin/Reader Series: a very cliché christmas - a collection of festive drabbles [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/21677935,43,Up in the Mountains,"Instead of going on a beach getaway or touring any lovely city, you drag Seokjin to the mountains in the freezing cold for your honeymoon. Initially he is not pleased, but there’s good things about being up there in the cold",2019-12-05,2405,Explicit,F/M,Completed,Fluff | Horny Reader | Married Sex | Oral Sex | PWP | Riding | Smut | blowing Seokjin’s big dick | i still don’t know how to tag | im not sorry | seokjin is my baby | too much kissing,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/11202738,43,Summer Days,"Some days, nothing goes right. In fact, things take turns for the worse. And out of nowhere, just as you seem to be getting close to your goal, you hit an obstacle. In your case, it was Kim Seokjin's pink clad shoulder. And after a little trip to the ER, he insists to treat you to a drink.",2017-06-15,1727,General Audiences,F/M,Completed,Fainting | Fluff and Angst | Hospitalization | Summer,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/18102947,43,New Rules,You need some new rules; otherwise you’ll just live in a fantasy where Seokjin sees you as more than a friend.,2019-03-13,4774,Explicit,F/M,Completed,Dirty Talk | Friends With Benefits | intercourse | sex toy | slight angst,"Kim Seokjin | Jin/Reader, Park Sooyoung | Joy & Reader",seokjin,{'seokjin'}
https://golemlab.eu/graph/16557197,42,Banter,"Drabble Requests: “It’s six o’clock in the morning, you’re not having vodka.” & “The diamond in your engagement ring is fake.” with Seokjin",2018-11-08,1015,General Audiences,F/M,Completed,Slice of Life,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You",seokjin,{'seokjin'}
https://golemlab.eu/graph/16330616,42,Whatever You Want,"Kids are annoying, but somehow it's okay when they're just so cute This piece can be considered as a sequel to ""cramps and i love you's"" or you can read it on its own",2018-10-17,2750,Teen And Up Audiences,F/M,Completed,Cuties | Domestic Fluff | Jeon Jungkook is a Little Shit | Kim Namjoon | RM is a Dork | Married Life | Sweet Kim Seokjin | Jin | Why Did I Write This? | bangtan - Freeform | bts - Freeform | daddy seokjin | i wrote this instead of working | they're just dorky dads,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/35595889,42,Appetence,"appetence (n.) - an eager desire, an instinctive inclination; an attraction or a natural bond It’s time for Seokjin’s rut. Are either of you prepared for this step?",2021-12-09,7858,Explicit,F/M,Completed,Aftercare | Alpha Kim Seokjin | Jin | Alpha/Beta/Omega Dynamics | Biting | Blow Jobs | Breeding | Bruises | Come Swallowing | Creampie | Cum Play | Cunnilingus | Deepthroating | Dirty Talk | Dom Kim Seokjin | Jin | Dom/sub | Face-Fucking | Facials | Feral Behavior | Kim Seokjin | Jin Has a Big Dick | Knotting | Manhandling | Mating Cycles/In Heat | Multiple Orgasms | Oral Sex | Overstimulation | Rough Sex | Rutting | Spit Kink | Squirting | Teasing | Unprotected Sex | Vaginal Fingering,Kim Seokjin | Jin/Reader Series: Kairos [2],seokjin,{'seokjin'}
https://golemlab.eu/graph/33296026,42,Time fades away,Seokjin wants to play…,2021-08-16,6035,Explicit,F/M,Completed,Aftercare | Biting | Breast Play | Dom Seokjin | Fingering | Hair-pulling | Kissing | Light Dom/sub | Light breath play | Manhandling | Mention of safe word | Naked Female Clothed Male | Nipple Play | Orgasm Control | Orgasm Denial | POV Second Person | Seokjin calls reader his toy | Sir Kink | Smut | Spanking | female orgasm | implied aftercare | light ass play | slight ass worship | slightly mean Seokjin | soft dom seokjin | sub Reader,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You",seokjin,{'seokjin'}
https://golemlab.eu/graph/31569026,41,kiss it better,your best friend Kim Seokjin makes you an offer you can’t refuse,2021-05-27,3776,Explicit,F/M,Completed,Alternate Universe | Daddy Kink | Explicit Sexual Content | Fluff | Fluff and Smut | Friends to Lovers | Light Dom/sub | Lots of bad puns | Oral Sex | Roommates | Smut | Use of daddy | jin is a master of oral come on we know those lips are made for it,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/32020996,41,Read at 4 am,"When you received a voice mail from your boss, you didn’t expect him to tell you how good had it been dreaming about you tying him down and fucking him senseless. What kind of face could you use to look at him the next morning, knowing he hasn’t realized he texted the wrong person?",2021-06-18,2798,Explicit,F/M,Completed,Alternate Universe - Office | CEO Kim Seokjin | Jin | Embarrassment | Face-Sitting | Female Reader | Femdom | Office Sex | Power Play | Semi-Public Sex | Smut | Sub Kim Seokjin | Jin | Verbal Humiliation | dom reader | kinda choking kink? | rope bunny!jin,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/26606146,41,husband!seokjin (commission #1),seokjin takes care of you after a hard day at work,2020-09-23,1987,Teen And Up Audiences,F/M,Completed,Domestic Fluff | Slice of Life,Kim Seokjin | Jin/Reader Series: commissions [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/8812417,41,I want to scratch you but i love you,The bad luck never fails to pop up in your life . But meeting a cute sassy fur ball will change everything and make your cold heart warm You never thought that hybrids are this beautiful and hot .,2016-12-11,4324,Explicit,F/M,Completed,Alternate Universe - Crack | Bad Luck | Cat/Human Hybrids | Daddy Kink | Dirty Talk | Explicit Language | Fluff | Fluff and Smut | Food Love | I suck at this | I'm Bad At Tagging | Master/Pet | Pink love | Sex Toys | Sexual Humor | Smut,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/17390897,41,game on,"“heeyeon? please give the suspicious man at the front desk a visitor’s pass and give him directions to the gym… yes, it’s him… i know he’s kind of ridiculous, but what can you do? i fell in love with the guy.”",2019-01-18,885,General Audiences,M/M,Completed,,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/23560954,41,Meals and Manners,Jin comes home late after a work trip (Thank you for 600).,2020-04-09,3020,Explicit,F/M,Completed,Cunnilingus | Fingerfucking | Hand Jobs | Light Dom/sub | Reader-Insert | Sub Kim Seokjin | Jin | brief Kim Taehyung | references to threesomes,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You Series: Total Trash But Why Not [2]",seokjin,{'seokjin'}
https://golemlab.eu/graph/19869367,41,It's not all fun and games,After a night of calling the spirits over a Ouija board you found in your basement your best friend needs a little distraction to not think about the scary ghosts.,2019-07-26,5078,Explicit,F/M,Completed,Crack | Fluff | Oral Sex | Penetrative Sex | Smut | jin is scared but is he | safe sex,Kim Seokjin | Jin/Reader Series: The Devil's Works [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/6590302,41,Bewildered Demeanor,"While you are alone your heart beats so fast, the fear but excitement of the next actions he will do settling over your entire figure.",2016-04-18,6738,Mature,F/M,Completed,Explicit Sexual Content | Jealousy | Light BDSM | Oral Sex | Sex | Sexual Content | Smut,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/17362580,41,Leave Me Breathless,Our Worldwide Handsome getting it in.,2019-01-09,1110,Explicit,F/M,Completed,Couch Cuddles | Cute Kim Seokjin | Jin | Multiple Orgasms | Oral Sex | Plot What Plot/Porn Without Plot | Tags May Change,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/8684134,40,It Would Never Happen Again (College!Au) (Kim Seokjin),"Together in college you were free together, but careers take off, and so does he.",2016-11-28,1176,General Audiences,F/M,Completed,College | College!AU,Kim Seokjin | Jin/Reader Series: Bangtan One-shots [30],seokjin,{'seokjin'}
https://golemlab.eu/graph/39998676,40,A Good Idea,"""Jagiya wake up!"" You feel a heavy weight land on the bed and a hand smack your ass and groan. You can feel sun rays hitting your face and you burrow deeper into your pillow. Maybe if you pretended to still be asleep, whatever is disturbing you will go away. Or rather, whoever. ""I had an idea! What do you think about going to Jeju island today?"" Inspired by Seokjin's Jeju Island instagram spree and THAT picture. Disclaimer: I have zero knowledge of Jeju Island, I apologise for any inaccuracies.",2022-07-01,5467,Explicit,F/M,Completed,Beach sex that turns into shower sex | Fluff | Mirror Sex | Smut | seokjin's tattoo,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/20013250,40,Sticky Business,"Haewon and Seokjin meet up for a casual heat/rut arrangement, and they might get just a little bit more.",2019-07-28,13210,Mature,F/M,Completed,Alpha/Beta/Omega Dynamics | Begging | Blow Jobs | Mating Cycles/In Heat | Pet Names | Plot What Plot/Porn Without Plot | Porn with Feelings,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/16915317,40,oppa,"For as long as I could remember, Kim Seokjin has always been apart of my life. He is my best friend after all. I wouldn’t have it any other way…right?",2018-12-09,16889,Teen And Up Audiences,F/M,Completed,Friends to Lovers | Friendship | NSFW | Romance | Smut | bestfriend!jin | sfw,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/39025404,40,Charming,"You and Seokjin are in an arrangement of convenience, one that will enable each of you to claim your inheritance in a year. You've got an iron-clad contract, one that takes into account all eventualities, including romance. What could go wrong?",2022-05-16,8008,Explicit,F/M,Completed,Chaebol Kim Seokjin | Jin | Explicit Language | Explicit Sexual Content,Kim Seokjin | Jin/Reader Series: Gemini [4],seokjin,{'seokjin'}
https://golemlab.eu/graph/24662197,39,His Holy Waters,You need to be punished to atone for your sins.,2020-06-11,2497,Explicit,F/M,Completed,BDSM | Blasphemy | Degradation | Dom Kim Seokjin | Jin | Dom/sub | Name-Calling | Paddling | Watersports | Whipping | jin calls her a slut,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You",seokjin,{'seokjin'}
https://golemlab.eu/graph/13957389,39,pizza?,"what was supposed to be a nice, cozy date at home turns into a food-making party but you know what? he's worth it.",2018-03-14,1404,General Audiences,M/M,Completed,it's a stay-at-home date | which the guys crash yanno nbd,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/30895733,39,Her.,You're his wife’s best friend whom he can't seem to shake even if he wanted to. He can’t seem to figure out why he’s so enamored with you the moment you move to town and he knows he shouldn’t but... he really wants to.,2021-04-26,6878,Mature,F/M,In-Progress,Begging | Cheating | Cheating Kim Seokjin | Jin | Cock & Ball Torture | Cock Tease | Come Eating | Confused Kim Seokjin | Jin | Cum Eating | Degrading kink | Emotional Manipulation | Forced Orgasm | Grinding | Infidelity | Kim Seokjin | Jin is a Mess | Kissing | Orgasm Denial | Pet Names | Praise Kink | Rough Kissing | Rubbing Sex together | Seokjin getting off with your shoe | Sub Kim Seokjin | Jin | Teasing | Whining | dick stepping | domme reader | handjob | openly cheating | physical attraction | you're his wife best friend,"Kim Seokjin | Jin/Reader, kim seokjin/wife Series: Sub!BTS [16]",seokjin,{'seokjin'}
https://golemlab.eu/graph/40486470,39,you suck!,"“Geez, I’m joking!” he assures you. Is it weird to find a vampire’s laugh endearing? Because you do, and you question all of your life choices in the span of six seconds. “Wow, you’re really uptight, huh?” “Maybe I wouldn’t be if you hadn’t tried to bite me ,” you quip, face beginning to flush with anger. He just laughs harder. “Okay, that’s fair.” “Not to mention,” you continue, a manicured finger jabbing into his chest, “you totally ruined my night. My friends dragged me out to celebrate me, you know? I finally got that promotion at work that should’ve been mine years ago, but my shitty boss gave it to Steve! Fucking Steve . But I finally got it, so my friends were like, ‘Oh my god, let’s go out to celebrate! We’ll buy all your drinks!’ Which—do you know how fucking cheap my friends are? They never pay for drinks! I was drinking on an unlimited tab, and you ruined it, you fucking dickhead! And I’m gonna have to go back to therapy!” (or, the one where everything goes very wrong but a lot more goes very right.)",2022-07-22,18259,Explicit,F/M,Completed,Alcohol | Alternate Universe - Vampire | Awkward Sexual Situations | Emotional Hurt/Comfort | Fluff and Humor | Found Family | Human/Vampire Relationship | Light Angst | Mentions of sex work | Oral Sex | Roommates | Strangers to Lovers | Swearing | Vaginal Sex | Vampire Kim Seokjin | Jin | completely made up vampire lore,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You",seokjin,{'seokjin'}
https://golemlab.eu/graph/11610672,39,Just Friends,in which two people meet over a skype call due to a friend and become best friends with each other.,2017-07-25,3289,Teen And Up Audiences,F/M,In-Progress,Alternate Universe | Fluff | Friends to Lovers | online best friends au | plus sized reader,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/21200771,38,ways to trick your husband at 3am,"Ahh, the wonders of expecting a child… swollen feet, backaches, help to tie shoelaces. Cravings. Ah, those. When you–your baby–needs a certain thing, you must, by all means, have it. And Seokjin knows that, and even though he thinks he’s always one step ahead, he always loses.",2019-10-27,717,General Audiences,F/M,Completed,Alternate Universe - Parents | Established Relationship | Expecting Parents | Fluff | Fluff and Humor | Humor,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/15365154,38,Berry Hunt,"""I'm going to beat you in the championship for hurting my heart this way!"" or, alternatively; the summer camp seokjin fluff no one asked for.",2018-07-20,17859,General Audiences,F/M,Completed,Summer | Summer Camp | Summer Camp AU | and pickup lines | he's a sweetheart at heart but his head is filled with memes please save him | jin loves puns | summer sports,Kim Seokjin | Jin/Reader Series: You are my lake [3],seokjin,{'seokjin'}
https://golemlab.eu/graph/25838515,38,Mea Culpa,"You've traveled long and far to seek out a warlock to be your teacher, but he ends up teaching you more than just magic...",2020-08-11,16935,Explicit,F/M,Completed,Begging | Choking | Demon Summoning | Dirty Talk | Dom Seokjin | Explicit Sex | Licking | Marking | Mentions Of Infidelity | Mentions of Blood | Mentions of Death | Sir Kink | Swearing | Teasing | Unprotected Sex | hidden identity | impreg kink | kim seokjin x female reader - Freeform | kim seokjin x reader | kim seokjin x you - Freeform | mentions of smoke | mentions of the demon realm | oral after vaginal sex | oral male receiving | readers parents are dead | seokjin feels responsible for someones death | seokjin has a traumatic past | seokjin is charasmatic | seokjin is cunning | seokjin loses consciousness | seokjin passes out | seokjin tricks a demon | seokjin x female reader | seokjin x you - Freeform | slight praise kink | someone is briefly on fire | y/n is big dummy | your parents are dead,"Kim Seokjin | Jin/Reader, kim seokjin x female reader",seokjin,{'seokjin'}
https://golemlab.eu/graph/16911375,38,You Can Do It,Seokjin as a father in the return of superman show,2018-12-08,2356,Teen And Up Audiences,F/M,Completed,Domestic Fluff | bts as fathers | bts fathers | dad seokjin | husband seokjin | seokjin as a father | the return of superman | tros,Kim Seokjin | Jin/Reader Series: TROS [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/29982741,38,Troublemaker,Jin hates you. You think he’s a typical uptight goody two shoes jock. So what happens when you put your differences aside?,2021-03-11,11869,Explicit,F/M,Completed,Enemies to Friends to Lovers | Fluff and Smut | Jin/Reader - Freeform | Romantic Kim Seokjin | Jin | Sweet Kim Seokjin | Jin | Troublemaker - Freeform | boyfriend jin | girls who rock | goofy seokjin | jin fluff | jin smut | jock seokjin,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/35236933,38,Crystallised Extra Drabbles,More from Crystallised!,2021-11-20,8762,Explicit,F/M,Completed,College AU | Friends to Lovers | Hair Pulling | Lube | Masturbation | Minor Angst | Oral Sex | Romance | Sex | Smut | Spanking | idiots to lovers | mentions of anal sex | mentions of rimming,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You Series: The Crystallised Saga [5]",seokjin,{'seokjin'}
https://golemlab.eu/graph/13875162,37,Cursed,"""You found me in a mall crying over a bowl of noodles I dropped and I swear to god I'm not usually like this I'm just having a really bad week.""",2018-03-05,967,General Audiences,F/M,Completed,First Meeting | Fluff | Oneshot | this is just pure and also unfortunate for alex tbh,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/35492995,37,birthday surprise,"You should’ve known better. You really should’ve. It was the poor boy’s birthday and here you were, cocooned in blankets as you humped your vibrator dry. How could you be held responsible, what with the pandemic leaving you with endless hours to stick to Seokjin like glue? Don’t get you wrong, you were beyond happy that Jin and the rest of the boys were finally back on stage, performing to their heart’s content as they were reunited with their fans. But that wouldn’t stop you from craving him at all and any hours of the day. So here you are, awkwardly trying to pretend you were asleep with a vibe whirring inside you.",2021-12-04,4495,Explicit,F/M,Completed,Blow Jobs | Choking | Cunnilingus | Established Relationship | Face-Fucking | Fluff | Fluff and Smut | Happy Birthday Kim Seokjin | Jin | Idol AU | Idol Kim Seokjin | Jin | Jin has a thing for your butt | Kim Seokjin | Jin-centric | Masturbation | Multiple Orgasms | Nipple Licking | Oral Sex | PWP without Porn | Sex Toys | Simultaneous Orgasm | Smut | So much kissing | Vaginal Fingering | Vaginal Sex | and im sick | and your boobs | basically you | jealousy is a goddamn disease | seokjinfest's Kim Seokjin Fest 2021 | so many i love yous,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You",seokjin,{'seokjin'}
https://golemlab.eu/graph/10523232,37,All For You (M),You start it but he soon takes the reins.,2017-04-02,2305,Mature,F/M,Completed,Fluff and Smut | One Shot,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/19304164,37,Just A Taste,Jin loves two things: cooking and making you cum. Tonight he's doing both to celebrate your anniversary.,2019-06-26,4594,Mature,F/M,Completed,Finger Sucking | Fingerfucking | Food Kink | Hand & Finger Kink | Licking | Oral Sex | Orgasm Delay | Orgasms | Smut | Vaginal Fingering,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/26533687,37,The Dream Job,"When you landed your dream job, you didn't expect to land on your dream man too.",2020-09-18,3942,Mature,F/M,Completed,Car Sex | Fluff and Smut | I Don't Even Know | Oral Sex | Semi-Public Sex | Smut | Vaginal Sex,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/12763404,37,Dr. Kim Seok-Jin,"Today was the absolute worst day of your life- being late for school, forgetting about a hundred point test, and a sprained ankle as the cherry on top. However, this changes when you meet possibly the most handsome person ever.",2017-11-19,1906,General Audiences,F/M,Completed,Alternate Universe - Jjeoreo | Dope | Doctor Jin | Fluff and Humor | I Don't Even Know | No Smut | not exactly,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/15434778,37,Shy Guy,"❝ Seokjin really didn’t care if playing Mario Games decreased his attractiveness from the point of view of some girls. He loved Mario. Plus, he was worldwide handsome. If anything, playing Mario only added to his handsomeness, he thought. ❞",2018-07-26,2122,General Audiences,F/M,Completed,Airport Fluff | Fluff | Idol Kim Seokjin | Jin | Inspired by BTS Festa | literally just fluff,Kim Seokjin | Jin/Reader Series: oneshots [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/14158575,37,Car wash,"What better way to spend your only time off, if not doing absolutely nothing? Y/N goes to prove her boyfriend wrong by washing her car, which can be fun and productive as much as cooking. Will Jin ever see it as fun?",2018-03-31,4135,General Audiences,F/M,Completed,Cheesy | Domestic Fluff | Established Relationship | Fluff | Love | Making Out | Romance,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/20871272,37,one kiss is all it takes,"""Someone you trust?"" ""Hm?"" ""You said you want your first kiss to be with someone you trust."" You nod, ""Yeah,"" thinking he's going to ask you more about how you picture your first kiss, or maybe suggest someone you both know. But what he says completely catches you off guard. ""Do you trust me? """,2019-10-03,900,Teen And Up Audiences,F/M,Completed,CHEESY AF BUT IDC BECAUSE UWU | Cheesy | First Kiss | Fluff | Friends to Lovers | i'm so soft,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/6215941,36,Clarity,"A story in which the concept of soulmates is explored. Her high school boyfriend breaks up with her, shattering her heart and dreams of the future. Somehow, she finds a way to fight through and pick up the pieces, only to have her foundations shaken again, at the worst possible time. She has a choice now, the love she knows and trusts, or the missing piece of her soul- can she live without him? Word count ~ 15,000 (Complete)",2016-03-11,15327,Teen And Up Audiences,F/M,Completed,,"Kim Seokjin | Jin/Reader, Shin Hoseok | Wonho/Reader",seokjin,{'seokjin'}
https://golemlab.eu/graph/21558883,36,definitely you,"money can buy you everything, well, not everything, it can’t buy love. seokjin had found that out and now he remained wifeless. little did he know he would find love where he least expected it.",2019-11-25,12263,Mature,F/M,Completed,Originally Posted on Tumblr | Rich Kim Seokjin | Jin | forbiden love i guess | reader is a baker | seokjin used to be poor tho | the kim line are the kim brothers in this one | they get a happy ending i promise,Kim Seokjin | Jin/Reader Series: the history of us [3],seokjin,{'seokjin'}
https://golemlab.eu/graph/21354292,36,Rainy Days,The rain has a way of putting you in a mood.,2019-11-08,2586,Explicit,F/M,Completed,Fluff and Smut,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/18473410,36,dom jin,big long thing about what kind of dom jin is - see notes,2019-04-15,998,Mature,F/M,Completed,,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/6381022,36,Strangers,"Type: Scenario Pairing: Seokjin, You Genre: Fluff Words: 572",2016-03-28,553,General Audiences,Gen,Completed,Fluff | One Shot | Scenario | imagine,Kim Seokjin | Jin/Reader Series: Scenarios [20],seokjin,{'seokjin'}
https://golemlab.eu/graph/21419821,36,Clink,"Genre: Smut with Kim Seokjin x Female Reader Warnings: Restraint, metal cuffs, without giving too much away you’re restrained to something making you kneel before him. A really bad movie reference but it makes sense. Voyeurism (sort of). Summary: You finally get a glimpse of Jin taking his Dominating role at an unexpected time. Reference: I Feel Like I’m Drowning by Two Feet. Request: Baby wants attention. Baby wants that one *points at Seokjin * please kiki I’ve been good 🍼💦✨ @sweet-teeth-mfs Notes: As I’ve mentioned before, I personally feel Jin is quite a dominating character so this might not be how you see Jinnie. I’ve written him how I see him so I hope you like. All rights reserved ©Gotmetalkinginmysleep",2019-11-13,1133,Explicit,F/M,Completed,Begging | Bondage | Dom/sub | Male Solo | Oral Sex | Restraints | Voyeurism,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/16089302,36,Dishabille,"Being a model was the your childhood dream. It was a dream lots of little girls harbored. And just like anyone else you chased after your dreams. You became a model, just not the type of model seven year old you wanted you to be. Being a nude model had its stigmas. Even more so when you modeled for a pornographic magazine. You didn't sell your body for sex, nor did you get paid for ""services"", you sold your body for art. At least that's what's been reinforced time and time again by your manager, Kim Seokjin. Seokjin was a levelheaded gentleman who always made sure his models were comfortable and safe with what was being done. However, his logic and sense of self control as a gentleman and a businessman left him once he hired you. The boundaries of business beginning to fade.",2018-09-24,6691,Not Rated,F/M,In-Progress,Angst | Boss/Employee Relationship | Consent | Nude Model reader | Sexual Tension to the hundredth degree | Slut Shaming | Smut | self hate,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/14765735,36,Eat Jin,Short and tasty,2018-05-27,203,Explicit,F/M,Completed,Food Kink | Smut,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/21419785,35,The Lift,"Genre: Implied smut and comedy with Seokjin x Female Reader (Y/N) Warnings: Spanking, reader is drunk, really bad jokes (not from Jin surprisingly), established relationship Summary: You have a free pass to go out with your friends instead of spending the night with Jin. However, being your ride home is a little more troublesome than he first thought. Reference: There’s Nothing Holdin’ Me Back by Shawn Mendes All rights reserved ©Gotmetalkinginmysleep",2019-11-13,900,Explicit,F/M,Completed,Biting | Comedy | Drunkenness | Spanking,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/39147801,35,fwb with bts ♡ jin,how jin becomes your friend with benefits,2022-05-22,1030,Explicit,F/M,Completed,Cunnilingus | Fingering | Friends to Lovers | Smut | Unprotected Sex | jin is a bit whipped | non-idol!au,Kim Seokjin | Jin/Reader Series: friends with benefits with bts [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/19213570,35,Bon Appetit: Kim Seokjin,None,2019-06-14,7070,Teen And Up Audiences,F/M,Completed,Fanfic | Fluff | bts - Freeform,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/8030146,35,Summer Sickness,Alcohol doesn't help when you're sick. But embraces do..,2016-09-13,2228,Not Rated,F/M,Completed,Alcohol | Fluff | drunk | headache | sick,Kim Seokjin | Jin/Reader Series: You Are So Good To Me [2],seokjin,{'seokjin'}
https://golemlab.eu/graph/26782240,35,Amaretto Sour,"Hongdae nights, alcoholic drinks, and last-minute decisions - these are a few of your favorite things.",2020-10-03,12374,Explicit,F/M,Completed,Biting | Copious amounts of snarky flirting | Marking | Narcissistic!Jin | Rough Kissing | Rough Sex | Smoker!Jin | Tattooed!Jin | dirty words | lots and lots of alcohol | love motels,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
