s,title,summary,datePublished,words,rating,romanticCategory,publicationStatus,kudos,member,keyword,relationship,tag_list,canonical_tags,noncanonical_tags,filtered_noncanonical_tags,bts_tags
https://golemlab.eu/graph/7905031,Jin's Fingers,,2016-08-29,563,Teen And Up Audiences,F/M,Completed,31,seokjin,Fingering | Fluff and Smut | Mild Smut | Vaginal Fingering,Kim Seokjin | Jin/Reader Series: BTS Oneshots [5],"['Fingering', 'Fluff and Smut', 'Mild Smut', 'Vaginal Fingering']","['Fluff and Smut', 'Mild Smut', 'Vaginal Fingering']",['Fingering'],['Fingering'],[]
https://golemlab.eu/graph/18102959,Forever,"When Jin married you, he promised he’d love you forever.",2019-03-13,1198,General Audiences,F/M,Completed,31,seokjin,Angst,Kim Seokjin | Jin/Reader,['Angst'],['Angst'],[],[],[]
https://golemlab.eu/graph/28505148,Withering away,"As flowers continued to bloom in her chest, it became harder to hide the illness from the world. So when the doctors tell Y/N that time is running out, she has to make a decision; Get surgery to remove the blooming love or let herself wither away",2021-01-02,10733,Teen And Up Audiences,F/M,Completed,31,seokjin,Angst | Character Death | Fluff | Hanahaki Disease | Unrequited Love,Kim Seokjin | Jin/Reader,"['Angst', 'Character Death', 'Fluff', 'Hanahaki Disease', 'Unrequited Love']","['Angst', 'Character Death', 'Fluff', 'Hanahaki Disease', 'Unrequited Love']",[],[],[]
https://golemlab.eu/graph/17942885,Sorbet | Kim Seokjin ✔,He didn't want you to get frostbite.,2019-02-27,1931,General Audiences,F/M,Completed,31,seokjin,,Kim Seokjin | Jin/Reader,[],[],[],[],[]
https://golemlab.eu/graph/16116818,Chasing Yesterday,"Even after all these years, you're still the epitome of his existence.",2018-09-27,2387,General Audiences,F/M,Completed,31,seokjin,Alternate Universe | Alternate Universe - Modern Setting | Dialogue | Dialogue Heavy | Female Protagonist | Heavy Angst | Kim Seokjin | Jin-centric | Moving On | One Shot | Reader-Insert | Sad | Sad Ending | Slow Burn | Unrequited Love | bts - Freeform,Kim Seokjin | Jin/Reader,"['Alternate Universe', 'Alternate Universe - Modern Setting', 'Dialogue', 'Dialogue Heavy', 'Female Protagonist', 'Heavy Angst', 'Kim Seokjin', 'Jin-centric', 'Moving On', 'One Shot', 'Reader-Insert', 'Sad', 'Sad Ending', 'Slow Burn', 'Unrequited Love', 'bts - Freeform']","['Alternate Universe', 'Alternate Universe - Modern Setting', 'Dialogue', 'Dialogue Heavy', 'Female Protagonist', 'Heavy Angst', 'Moving On', 'One Shot', 'Reader-Insert', 'Sad', 'Sad Ending', 'Slow Burn', 'Unrequited Love']","['Kim Seokjin', 'Jin-centric', 'bts - Freeform']",['Kim Seokjin'],[]
https://golemlab.eu/graph/39658020,milestone drabbles: jin #1,you try to break things off with your friends with benefits,2022-06-15,1729,Explicit,F/M,Completed,30,seokjin,Friends With Benefits | Light Angst and Fluff | Smut | Unprotected Sex | gender neutral reader,Kim Seokjin | Jin/Reader Series: milestone celebration drabbles [1],"['Friends With Benefits', 'Light Angst and Fluff', 'Smut', 'Unprotected Sex', 'gender neutral reader']","['Friends With Benefits', 'Smut']","['Light Angst and Fluff', 'Unprotected Sex', 'gender neutral reader']",['Unprotected Sex'],[]
https://golemlab.eu/graph/13096071,The Nutcracker,First of a BTS Christmas series I want to do. Ft. An entire fucking novel for Jin because I am too extra sometimes smh. Reader is a poor girl in extremely misogynistic times who gets a present from her grandfather that ends up changing her life. Literally.,2017-12-22,4930,Teen And Up Audiences,F/M,Completed,30,seokjin,BTS Christmas | Christmas | Christmas Special | Ft. EMPOWERMENT | The Nutcracker,Kim Seokjin | Jin/Reader,"['BTS Christmas', 'Christmas', 'Christmas Special', 'Ft. EMPOWERMENT', 'The Nutcracker']","['Christmas', 'Christmas Special']","['BTS Christmas', 'Ft. EMPOWERMENT', 'The Nutcracker']","['BTS Christmas', 'Ft. EMPOWERMENT', 'The Nutcracker']",[]
https://golemlab.eu/graph/20589842,An Unexpected Roommate,"You think you have found a beautiful apartment in your city, for a ridiculously low price. Little do you know the ghost of the previous tenant is still lurking – and Kim Seokjin is refusing to leave without a fight. [Inspired by the film, Just Like Heaven.]",2019-09-10,6288,General Audiences,F/M,Completed,30,seokjin,AU | ghost!seokjin | ghostly one-shot | honestly there is so much fluff here I feel sick | little bit of enemies to lovers if you squint | namjoon and halsey are domestic af | pure fluffy goodness | yoongi appears as a VERY friendly neighbour,Kim Seokjin | Jin/Reader,"['AU', 'ghost!seokjin', 'ghostly one-shot', 'honestly there is so much fluff here I feel sick', 'little bit of enemies to lovers if you squint', 'namjoon and halsey are domestic af', 'pure fluffy goodness', 'yoongi appears as a VERY friendly neighbour']",[],"['AU', 'ghost!seokjin', 'ghostly one-shot', 'honestly there is so much fluff here I feel sick', 'little bit of enemies to lovers if you squint', 'namjoon and halsey are domestic af', 'pure fluffy goodness', 'yoongi appears as a VERY friendly neighbour']",[],[]
https://golemlab.eu/graph/14877678,winter stroll,"It was supposed to be warmer today, or so the weatherman said. Guess not? Jin is not happy but he loves you so somehow he puts up with your shit with all the love and patience",2018-06-08,683,General Audiences,F/M,Completed,30,seokjin,Couple goals | Cute | Established Relationship | Fluff | Jin - Freeform | Kim Seokjin - Freeform | Kim Seokjin | Jin is a Sweetheart | SO MUCH FLUFF | bangtan - Freeform | boyfriend kim seokjin | bts - Freeform | can you tell how smitten i am | fluffy kim seokjin | i think | omg im gagging,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You","['Couple goals', 'Cute', 'Established Relationship', 'Fluff', 'Jin - Freeform', 'Kim Seokjin - Freeform', 'Kim Seokjin', 'Jin is a Sweetheart', 'SO MUCH FLUFF', 'bangtan - Freeform', 'boyfriend kim seokjin', 'bts - Freeform', 'can you tell how smitten i am', 'fluffy kim seokjin', 'i think', 'omg im gagging']","['Cute', 'Established Relationship', 'Fluff']","['Couple goals', 'Jin - Freeform', 'Kim Seokjin - Freeform', 'Kim Seokjin', 'Jin is a Sweetheart', 'SO MUCH FLUFF', 'bangtan - Freeform', 'boyfriend kim seokjin', 'bts - Freeform', 'can you tell how smitten i am', 'fluffy kim seokjin', 'i think', 'omg im gagging']","['Jin - Freeform', 'Kim Seokjin - Freeform', 'Kim Seokjin']",[]
https://golemlab.eu/graph/40080690,Just Desserts,"Jin always manages to be there when you need him. Just like tonight, when he saved your dinner party by making the whole meal. To repay him you have an idea..but so does he.",2022-07-04,7085,Explicit,F/M,Completed,30,seokjin,Brother's Best Friend | Dinner Party | Dirty Talk | Fingering | Flirting | Multiple Orgasms | Oral Sex | Semi-Public Sex | Slow Burn | Squirting | Teasing | Unprotected Sex | party theme,Kim Seokjin | Jin/Reader Series: The College Years [11],"[""Brother's Best Friend"", 'Dinner Party', 'Dirty Talk', 'Fingering', 'Flirting', 'Multiple Orgasms', 'Oral Sex', 'Semi-Public Sex', 'Slow Burn', 'Squirting', 'Teasing', 'Unprotected Sex', 'party theme']","['Dirty Talk', 'Flirting', 'Multiple Orgasms', 'Oral Sex', 'Semi-Public Sex', 'Slow Burn', 'Teasing']","[""Brother's Best Friend"", 'Dinner Party', 'Fingering', 'Squirting', 'Unprotected Sex', 'party theme']","['Dinner Party', 'Fingering', 'Squirting', 'Unprotected Sex']",[]
https://golemlab.eu/graph/35407756,The Sea Prince,"for all your life, the kingdoms of the land and sea have been at war. determined to end it peacefully, your father found a solution. marry the sea king’s son.",2021-12-07,7815,Teen And Up Audiences,F/M,Completed,29,seokjin,Age Difference | Alternate Universe | Arranged Marriage | Cute | Fluff | Kissing | Mentioned violence | Mermaids | Merman Kim Seokjin | Jin | Prince Kim Seokjin | Jin | Reader-Insert | Strangers to Lovers | Swimming | Undressing | mentioned death,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You","['Age Difference', 'Alternate Universe', 'Arranged Marriage', 'Cute', 'Fluff', 'Kissing', 'Mentioned violence', 'Mermaids', 'Merman Kim Seokjin', 'Jin', 'Prince Kim Seokjin', 'Jin', 'Reader-Insert', 'Strangers to Lovers', 'Swimming', 'Undressing', 'mentioned death']","['Age Difference', 'Alternate Universe', 'Arranged Marriage', 'Cute', 'Fluff', 'Kissing', 'Reader-Insert', 'Strangers to Lovers', 'Swimming', 'Undressing']","['Mentioned violence', 'Mermaids', 'Merman Kim Seokjin', 'Jin', 'Prince Kim Seokjin', 'Jin', 'mentioned death']","['Mermaids', 'Merman Kim Seokjin', 'Jin', 'Prince Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/20245063,Softy,"a freshman and senior seemingly despise each other, one says the other acts older than they are and one says the other acts like a child, a feud brewing within the estranged pair.",2019-08-14,7620,Explicit,F/M,Completed,29,seokjin,Explicit Language | Foreplay | Masturbation | Unprotected Sex | goodboy!jin | slight age gap | vanilla sex,Kim Seokjin | Jin/Reader,"['Explicit Language', 'Foreplay', 'Masturbation', 'Unprotected Sex', 'goodboy!jin', 'slight age gap', 'vanilla sex']","['Explicit Language', 'Foreplay', 'Masturbation']","['Unprotected Sex', 'goodboy!jin', 'slight age gap', 'vanilla sex']",['Unprotected Sex'],[]
https://golemlab.eu/graph/34938409,The Contract,"What happens when a Valentine’s night under the influence of alcohol you and Kim Seokjin sign a contract, where he says that if you two are still single in 6 years they should get married.",2021-11-04,35503,Teen And Up Audiences,F/M,Completed,29,seokjin,Angst and Fluff and Smut | Drama & Romance | Eventual Romance | Eventual Smut | Family Drama | Fluff and Angst | Friends to Lovers | Happy Ending | Light Angst | Mild Smut | Romance | Smut,Kim Seokjin | Jin/Reader,"['Angst and Fluff and Smut', 'Drama & Romance', 'Eventual Romance', 'Eventual Smut', 'Family Drama', 'Fluff and Angst', 'Friends to Lovers', 'Happy Ending', 'Light Angst', 'Mild Smut', 'Romance', 'Smut']","['Angst and Fluff and Smut', 'Drama & Romance', 'Eventual Romance', 'Eventual Smut', 'Family Drama', 'Fluff and Angst', 'Friends to Lovers', 'Happy Ending', 'Light Angst', 'Mild Smut', 'Romance', 'Smut']",[],[],[]
https://golemlab.eu/graph/11706255,Love You Goodbye,Jin just wants to be friends. You just want one last night with him.,2017-08-04,1577,Mature,F/M,Completed,29,seokjin,Break Up | Favors | Smut,Kim Seokjin | Jin/Reader,"['Break Up', 'Favors', 'Smut']","['Break Up', 'Smut']",['Favors'],['Favors'],[]
https://golemlab.eu/graph/18293906,The Bet,When the BTS members decided to find out who all the stylist's biases all your hidden feelings come to the surface,2019-03-30,1097,General Audiences,F/M,Completed,29,seokjin,Playful teasing | the members pretty much trying to figure out who everyone biases in the group,Kim Seokjin | Jin/Reader Series: BTS Drabbles [10],"['Playful teasing', 'the members pretty much trying to figure out who everyone biases in the group']",[],"['Playful teasing', 'the members pretty much trying to figure out who everyone biases in the group']",[],[]
https://golemlab.eu/graph/16914576,Falling in love with: Food,"You sign up for a cooking course and get more than what you paid for. Part of the ""Falling in love with... "" vignette series. Crossposted from my Tumblr blog honeyyvee.",2018-12-09,1777,General Audiences,F/M,Completed,29,seokjin,Drabble | Fluff | Slice of Life,"Kim Seokjin | Jin/Reader Series: ""Falling in love with... "" vignette series [4]","['Drabble', 'Fluff', 'Slice of Life']","['Drabble', 'Fluff', 'Slice of Life']",[],[],[]
https://golemlab.eu/graph/18194147,Breakfast At Jin's,"“Wow, I just need to put myself in the oven and I’d be ready to be eaten” you said sarcastically -- “I think you’d taste delicious even like this” he replied. For my friend Federica, enjoy 🥰",2019-03-22,3928,Explicit,F/M,Completed,29,seokjin,Alternate Universe | Alternate Universe - Modern Setting | Baking | Breakfast | Cake | Coffee | Cooking | Couch Sex | Crack | Deepthroating | Dom Kim Seokjin | Jin | Eating out | Everyday Life | Fingering | Fluff | Food Kink | Food Play | Food Porn | Food Sex | Friends to Lovers | Friendship | Happy | Happy Ending | Hot | I Love You | Kim Seokjin | Jin is Whipped | Kim Seokjin | Jin is a Sweetheart | Kink | Kitchen Sex | Love | Love Bites | Lovers | Making Love | Making Out | Messy | Missionary Position | NSFW | On the pill | Oral | Oral Sex | POV Female Character | POV Second Person | Pastries | Porn | Sex | Sexy | Sexy Times | Smut | Unprotected Sex | Vaginal | Vaginal Sex | Vanilla | Wet & Messy | Work | Your life | blowjob | friends - Freeform | hall sex | park | tongue | vanilla sex | wet,"Kim Seokjin | Jin/Reader, Strangers to Lovers - Relationship","['Alternate Universe', 'Alternate Universe - Modern Setting', 'Baking', 'Breakfast', 'Cake', 'Coffee', 'Cooking', 'Couch Sex', 'Crack', 'Deepthroating', 'Dom Kim Seokjin', 'Jin', 'Eating out', 'Everyday Life', 'Fingering', 'Fluff', 'Food Kink', 'Food Play', 'Food Porn', 'Food Sex', 'Friends to Lovers', 'Friendship', 'Happy', 'Happy Ending', 'Hot', 'I Love You', 'Kim Seokjin', 'Jin is Whipped', 'Kim Seokjin', 'Jin is a Sweetheart', 'Kink', 'Kitchen Sex', 'Love', 'Love Bites', 'Lovers', 'Making Love', 'Making Out', 'Messy', 'Missionary Position', 'NSFW', 'On the pill', 'Oral', 'Oral Sex', 'POV Female Character', 'POV Second Person', 'Pastries', 'Porn', 'Sex', 'Sexy', 'Sexy Times', 'Smut', 'Unprotected Sex', 'Vaginal', 'Vaginal Sex', 'Vanilla', 'Wet & Messy', 'Work', 'Your life', 'blowjob', 'friends - Freeform', 'hall sex', 'park', 'tongue', 'vanilla sex', 'wet']","['Alternate Universe', 'Alternate Universe - Modern Setting', 'Baking', 'Breakfast', 'Cake', 'Coffee', 'Cooking', 'Couch Sex', 'Crack', 'Deepthroating', 'Fluff', 'Food Kink', 'Food Porn', 'Food Sex', 'Friends to Lovers', 'Friendship', 'Happy', 'Happy Ending', 'Hot', 'I Love You', 'Kitchen Sex', 'Love', 'Love Bites', 'Making Love', 'Making Out', 'Messy', 'Missionary Position', 'Oral Sex', 'POV Female Character', 'POV Second Person', 'Pastries', 'Porn', 'Sex', 'Sexy', 'Sexy Times', 'Smut', 'Vaginal', 'Vaginal Sex', 'Vanilla', 'Wet & Messy', 'Work']","['Dom Kim Seokjin', 'Jin', 'Eating out', 'Everyday Life', 'Fingering', 'Food Play', 'Kim Seokjin', 'Jin is Whipped', 'Kim Seokjin', 'Jin is a Sweetheart', 'Kink', 'Lovers', 'NSFW', 'On the pill', 'Oral', 'Unprotected Sex', 'Your life', 'blowjob', 'friends - Freeform', 'hall sex', 'park', 'tongue', 'vanilla sex', 'wet']","['Dom Kim Seokjin', 'Jin', 'Everyday Life', 'Fingering', 'Food Play', 'Kim Seokjin', 'Kim Seokjin', 'Kink', 'Lovers', 'Oral', 'Unprotected Sex']",[]
https://golemlab.eu/graph/11607921,Late Night Surprises,"Your stress levels have been through the roof lately and it feels like you can't get yourself back in line. But one night when your emotions seem to bubble up all at once, Seokjin is right there to help you through it.",2017-07-25,1771,Mature,F/M,Completed,29,seokjin,A little angst | Fluff | Jin is a sweetheart | Smut | and I love Jin because I think he'd be the most supportive and loving s/o ever,Kim Seokjin | Jin/Reader,"['A little angst', 'Fluff', 'Jin is a sweetheart', 'Smut', ""and I love Jin because I think he'd be the most supportive and loving s/o ever""]","['Fluff', 'Smut']","['A little angst', 'Jin is a sweetheart', ""and I love Jin because I think he'd be the most supportive and loving s/o ever""]",[],[]
https://golemlab.eu/graph/16778659,let's get this (birthday) cake,"“hoseok-hyung?” “yes?” he sounds like he just woke up and you laugh a little, equally embarrassed and fond. “what do you need?” you clutch your phone close to your ear and look at the time. 10:12am. “can you keep seokjin busy for the day?” no promises for the whole day , hoseok says, but that doesn’t really matter. you’ll take what you can get and use it efficiently. starting with this cake.",2018-12-03,801,General Audiences,M/M,Completed,28,seokjin,Fluff,Kim Seokjin | Jin/Reader,['Fluff'],['Fluff'],[],[],[]
https://golemlab.eu/graph/19734385,21. Surprise!,Prompt: Idol/Fan Week 3 Day 7,2019-07-09,2247,Teen And Up Audiences,F/M,Completed,28,seokjin,Charades | Fluff | Idol/Fan | The Ellen DeGeneres Show | one shots,Kim Seokjin | Jin/Reader Series: 50 Days of One Shots [21],"['Charades', 'Fluff', 'Idol/Fan', 'The Ellen DeGeneres Show', 'one shots']","['Charades', 'Fluff']","['Idol/Fan', 'The Ellen DeGeneres Show', 'one shots']","['Idol/Fan', 'The Ellen DeGeneres Show']",[]
https://golemlab.eu/graph/15123998,Afternoon Nap: KSJ,"This is a series inspired by one of my favourite activities: napping/sleeping. A series of one-shots with all 7 members of BTS, centred around napping or some activities that lead up to it. :)",2018-07-01,513,General Audiences,F/M,Completed,28,seokjin,Domestic Fluff | Fluff | Good Boyfriend Kim Seokjin | Jin | Napping | Romance | Sweet Kim Seokjin | Jin | sexy kim seokjin,Kim Seokjin | Jin/Reader Series: Afternoon Nap [2],"['Domestic Fluff', 'Fluff', 'Good Boyfriend Kim Seokjin', 'Jin', 'Napping', 'Romance', 'Sweet Kim Seokjin', 'Jin', 'sexy kim seokjin']","['Domestic Fluff', 'Fluff', 'Napping', 'Romance']","['Good Boyfriend Kim Seokjin', 'Jin', 'Sweet Kim Seokjin', 'Jin', 'sexy kim seokjin']","['Good Boyfriend Kim Seokjin', 'Jin', 'Sweet Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/21484699,My Mona Lisa,You decide to spice things up between you and your husband Jin when he comes home from tour.,2019-11-19,1760,Explicit,M/M,Completed,28,seokjin,Married Couple | Married Sex | Needy Kim Seokjin | Vaginal Fingering | Vaginal Sex | sex with Paint | spicing things up,Kim Seokjin | Jin/Reader Series: Mona Lisa Smile Series [1],"['Married Couple', 'Married Sex', 'Needy Kim Seokjin', 'Vaginal Fingering', 'Vaginal Sex', 'sex with Paint', 'spicing things up']","['Married Couple', 'Married Sex', 'Vaginal Fingering', 'Vaginal Sex']","['Needy Kim Seokjin', 'sex with Paint', 'spicing things up']",['Needy Kim Seokjin'],[]
https://golemlab.eu/graph/17830022,Redamancy,"[’red-a-man-sE] the act of loving the one who loves you; a love returned in full. It’s St.Valentin’es Day and as per tradition, you are to surprise your boyfriend with a gift and a chocolate treat. On a whim, you decide to cook an entire dinner for him and bake him his favorite cake: chocolate filling and strawberry and cream toppings. Seokjin is bent down on showing you just how much he appreciated all your hard work for him. 👀",2019-02-17,6983,Mature,F/M,Completed,28,seokjin,Smut | St. Valentine's Day,Kim Seokjin | Jin/Reader,"['Smut', ""St. Valentine's Day""]",['Smut'],"[""St. Valentine's Day""]",[],[]
https://golemlab.eu/graph/14821371,Awake (Jin x Reader),"Jin can't escape the nagging voice of doubt that continues to tell him that he is not good enough. Filled with anxiety about his solo song in Osaka, Y/N may be the only one who can pull him out of the black hole that he is falling into.",2018-06-01,2485,Teen And Up Audiences,F/M,Completed,28,seokjin,Self Confidence Issues | Self-Hatred,Kim Seokjin | Jin/Reader,"['Self Confidence Issues', 'Self-Hatred']","['Self Confidence Issues', 'Self-Hatred']",[],[],[]
https://golemlab.eu/graph/10856469,Sunday Mornings,The reasons you love Sunday Mornings.,2017-05-08,221,Teen And Up Audiences,F/M,Completed,28,seokjin,light mentions of smut,Kim Seokjin | Jin/Reader,['light mentions of smut'],[],['light mentions of smut'],[],[]
https://golemlab.eu/graph/25660420,Drive-In Movie,"Seokjin is excited to take you on the first proper date in months due to the pandemic. He takes you to a drive-in movie, which started innocently, but took a very different turn in the back seat of his car.",2020-08-02,2052,Explicit,F/M,Completed,27,seokjin,,Kim Seokjin | Jin/Reader,[],[],[],[],[]
https://golemlab.eu/graph/27854274,If Kim Seokjin Were Your Boyfriend,What if: Kim Seokjin were your boyfriend? A peek behind the curtain.,2020-12-03,4988,Mature,Other,Completed,27,seokjin,Domestic Fluff | Essays | Happy Jin Day 2020 | If X were your Y | Kim Seokjin | Jin is a good boyfriend | Not What It Looks Like | POV Second Person | The Toast | This Is Not Going To Go The Way You Think | Vignettes | but nothing explicit happens on-page | i rated this Mature for themes that are a bit grown-up | note also that the reader's gender identity is intentionally nonspecific/undisclosed,Kim Seokjin | Jin/Reader,"['Domestic Fluff', 'Essays', 'Happy Jin Day 2020', 'If X were your Y', 'Kim Seokjin', 'Jin is a good boyfriend', 'Not What It Looks Like', 'POV Second Person', 'The Toast', 'This Is Not Going To Go The Way You Think', 'Vignettes', 'but nothing explicit happens on-page', 'i rated this Mature for themes that are a bit grown-up', ""note also that the reader's gender identity is intentionally nonspecific/undisclosed""]","['Domestic Fluff', 'Essays', 'Not What It Looks Like', 'POV Second Person', 'This Is Not Going To Go The Way You Think']","['Happy Jin Day 2020', 'If X were your Y', 'Kim Seokjin', 'Jin is a good boyfriend', 'The Toast', 'Vignettes', 'but nothing explicit happens on-page', 'i rated this Mature for themes that are a bit grown-up', ""note also that the reader's gender identity is intentionally nonspecific/undisclosed""]","['Happy Jin Day 2020', 'Kim Seokjin', 'The Toast', 'Vignettes']",[]
https://golemlab.eu/graph/37405963,"Turn It On, Your Switch","Seokjin is an amazing lover. He is gentle, and kind, and sweet, and attentive. So if anyone asks, you are definitely satisfied with your sex life. Without a doubt. Except. Well... Sometimes, you wish he would be a little rough with you. But maybe, just maybe, Seokjin wishes the same of you too.",2022-02-27,6457,Explicit,F/M,Completed,27,seokjin,Blow Jobs | Choking | Dom Kim Seokjin | Jin | Established Relationship | Face-Sitting | Kim Seokjin | Jin Has a Choking Kink | Rough Sex | Sub Kim Seokjin | Jin | Switch Kim Seokjin | Jin,Kim Seokjin | Jin/Reader,"['Blow Jobs', 'Choking', 'Dom Kim Seokjin', 'Jin', 'Established Relationship', 'Face-Sitting', 'Kim Seokjin', 'Jin Has a Choking Kink', 'Rough Sex', 'Sub Kim Seokjin', 'Jin', 'Switch Kim Seokjin', 'Jin']","['Blow Jobs', 'Choking', 'Established Relationship', 'Face-Sitting', 'Rough Sex']","['Dom Kim Seokjin', 'Jin', 'Kim Seokjin', 'Jin Has a Choking Kink', 'Sub Kim Seokjin', 'Jin', 'Switch Kim Seokjin', 'Jin']","['Dom Kim Seokjin', 'Jin', 'Kim Seokjin', 'Sub Kim Seokjin', 'Jin', 'Switch Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/22258123,Musings 03,Another smut drabble.,2020-01-14,474,Explicit,F/M,Completed,27,seokjin,Drabble | Drabble Collection | Explicit Sexual Content | Originally Posted on Tumblr | Sub Kim Seokjin | Jin,Kim Seokjin | Jin/Reader Series: Musings [3],"['Drabble', 'Drabble Collection', 'Explicit Sexual Content', 'Originally Posted on Tumblr', 'Sub Kim Seokjin', 'Jin']","['Drabble', 'Drabble Collection', 'Explicit Sexual Content', 'Originally Posted on Tumblr']","['Sub Kim Seokjin', 'Jin']","['Sub Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/39394353,In This Space,Submitting to him is your favorite.,2022-06-02,1280,Mature,F/M,Completed,27,seokjin,Daddy Kink | Dom/sub Play | Established Relationship | Explicit Language | Explicit Sexual Content | Shameless Smut | Short One Shot | Subspace,Kim Seokjin | Jin/Reader,"['Daddy Kink', 'Dom/sub Play', 'Established Relationship', 'Explicit Language', 'Explicit Sexual Content', 'Shameless Smut', 'Short One Shot', 'Subspace']","['Daddy Kink', 'Dom/sub Play', 'Established Relationship', 'Explicit Language', 'Explicit Sexual Content', 'Shameless Smut', 'Short One Shot', 'Subspace']",[],[],[]
https://golemlab.eu/graph/21673525,His Starvation,"prompt: “I am not like other nobles, I’m actually funny.” (a drabble that helped me with NaNoWriMo)",2019-12-04,1707,Teen And Up Audiences,F/M,Completed,27,seokjin,Alternate Universe - Royalty | Fluff | Prince Kim Seokjin | Jin | Suggestive Themes,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You","['Alternate Universe - Royalty', 'Fluff', 'Prince Kim Seokjin', 'Jin', 'Suggestive Themes']","['Alternate Universe - Royalty', 'Fluff', 'Suggestive Themes']","['Prince Kim Seokjin', 'Jin']","['Prince Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/19030336,Thumb a Ride,"A break was all you needed before you got married to a person who you liked but you didn't know if you loved or not. Yes, Nathan was a great guy but were you two compatible together? According to your mother, you were. All your life, you survived as a no fun and all time boring kind of person but your best friend wanted to change it prior to your marriage. He advised you to go on a solo roadtrip so that you can live your life as a single person for the last time, happily. A peaceful very long drive won't hurt right? You thought but little did you know that the ride was going to be a chaotic adventure which you couldn't even have imagined. It all happened because of that one bloody korean man who knocked on your window and asked, ""You know 'Annyeonghaseyo' ?""",2019-05-30,9402,Teen And Up Audiences,F/M,Completed,27,seokjin,Adventure & Romance | Romantic Comedy,"Kim Seokjin | Jin/Reader, Kim Taehyung | V/Park Jimin","['Adventure & Romance', 'Romantic Comedy']","['Adventure & Romance', 'Romantic Comedy']",[],[],[]
https://golemlab.eu/graph/26396911,Savior | Kim Seokjin x reader,"Upon walking home from work, you're attacked, with a gun to your head by a stranger, demanding for your wallet. Luckily, a passerby saves you and makes sure you're alright. Who was this man exactly? And how does he change your life forever?",2020-09-11,7043,General Audiences,F/M,Completed,26,seokjin,Fear | Fluff | Pain | Protective | Secure | Slight depiction of violence | Threats | Warm | comfortable | savior | weapon appearance,Kim Seokjin | Jin/Reader,"['Fear', 'Fluff', 'Pain', 'Protective', 'Secure', 'Slight depiction of violence', 'Threats', 'Warm', 'comfortable', 'savior', 'weapon appearance']","['Fear', 'Fluff', 'Pain', 'Threats', 'Warm']","['Protective', 'Secure', 'Slight depiction of violence', 'comfortable', 'savior', 'weapon appearance']","['Protective', 'Secure']",[]
https://golemlab.eu/graph/29635269,Dirty Clothes,Jin comes home after a long day to find Y/N fully dressed in outdoor clothing asleep in his bed. Repost from my tumblr,2021-02-22,1477,Explicit,F/M,Completed,26,seokjin,Cunnilingus | Doggy Style | Established Relationship | Oral Sex | PWP | Smut | Vanilla,Kim Seokjin | Jin/Reader,"['Cunnilingus', 'Doggy Style', 'Established Relationship', 'Oral Sex', 'PWP', 'Smut', 'Vanilla']","['Cunnilingus', 'Doggy Style', 'Established Relationship', 'Oral Sex', 'Smut', 'Vanilla']",['PWP'],[],[]
https://golemlab.eu/graph/11704077,winter love,winter brings so many good things to people. and winter brings him to you.,2017-08-04,838,General Audiences,F/M,Completed,26,seokjin,Coffee Shops | Fluff | Winter,Kim Seokjin | Jin/Reader,"['Coffee Shops', 'Fluff', 'Winter']","['Coffee Shops', 'Fluff', 'Winter']",[],[],[]
https://golemlab.eu/graph/22203502,Arrogant,"He was an arrogant, self-important rich kid. And as hard as you tried, you couldn’t hate him for it. Not one bit.",2020-01-11,7034,Mature,F/M,Completed,26,seokjin,Alcohol Mentions | Angst | College | Mutual Pining | Oral | Outdoor Sex | Party | Pining | Smut | Swearing | Unprotected Sex | creepy frat guy behaviour | hold the moan | they both have to keep quiet okay,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You","['Alcohol Mentions', 'Angst', 'College', 'Mutual Pining', 'Oral', 'Outdoor Sex', 'Party', 'Pining', 'Smut', 'Swearing', 'Unprotected Sex', 'creepy frat guy behaviour', 'hold the moan', 'they both have to keep quiet okay']","['Angst', 'College', 'Mutual Pining', 'Outdoor Sex', 'Party', 'Pining', 'Smut', 'Swearing']","['Alcohol Mentions', 'Oral', 'Unprotected Sex', 'creepy frat guy behaviour', 'hold the moan', 'they both have to keep quiet okay']","['Alcohol Mentions', 'Oral', 'Unprotected Sex']",[]
